,Time,0,maxes,vidID,h,m,s
137,1900-01-29 00:27:10,1.0,20.0,210950968,00,26,10
138,1900-01-29 00:27:20,1.0,20.0,210950968,00,26,20
139,1900-01-29 00:27:30,1.0,20.0,210950968,00,26,30
140,1900-01-29 00:27:40,1.0,20.0,210950968,00,26,40
141,1900-01-29 00:27:50,1.0,20.0,210950968,00,26,50
142,1900-01-29 00:28:00,1.0,20.0,210950968,00,27,00
150,1900-01-29 00:29:20,1.0,20.0,210950968,00,28,20
151,1900-01-29 00:29:30,1.0,20.0,210950968,00,28,30
152,1900-01-29 00:29:40,1.0,20.0,210950968,00,28,40
153,1900-01-29 00:29:50,1.0,20.0,210950968,00,28,50
154,1900-01-29 00:30:00,1.0,20.0,210950968,00,29,00
155,1900-01-29 00:30:10,1.0,20.0,210950968,00,29,10
158,1900-01-29 00:30:40,1.0,20.0,210950968,00,29,40
159,1900-01-29 00:30:50,1.0,20.0,210950968,00,29,50
160,1900-01-29 00:31:00,1.0,20.0,210950968,00,30,00
161,1900-01-29 00:31:10,1.0,20.0,210950968,00,30,10
162,1900-01-29 00:31:20,1.0,20.0,210950968,00,30,20
163,1900-01-29 00:31:30,1.0,20.0,210950968,00,30,30
192,1900-01-29 00:36:20,5.0,100.0,210950968,00,35,20
193,1900-01-29 00:36:30,5.0,100.0,210950968,00,35,30
194,1900-01-29 00:36:40,5.0,100.0,210950968,00,35,40
195,1900-01-29 00:36:50,5.0,100.0,210950968,00,35,50
216,1900-01-29 00:40:20,2.0,40.0,210950968,00,39,20
217,1900-01-29 00:40:30,2.0,40.0,210950968,00,39,30
218,1900-01-29 00:40:40,2.0,40.0,210950968,00,39,40
267,1900-01-29 00:48:50,3.0,60.0,210950968,00,47,50
268,1900-01-29 00:49:00,3.0,60.0,210950968,00,48,00
301,1900-01-29 00:54:30,2.0,40.0,210950968,00,53,30
302,1900-01-29 00:54:40,2.0,40.0,210950968,00,53,40
11,1900-01-31 00:03:20,3.0,37.0,210951331,00,02,20
15,1900-01-31 00:04:00,3.0,37.0,210951331,00,03,00
16,1900-01-31 00:04:10,3.0,37.0,210951331,00,03,10
49,1900-01-31 00:09:40,2.0,25.0,210951331,00,08,40
50,1900-01-31 00:09:50,2.0,25.0,210951331,00,08,50
51,1900-01-31 00:10:00,2.0,25.0,210951331,00,09,00
52,1900-01-31 00:10:10,2.0,25.0,210951331,00,09,10
53,1900-01-31 00:10:20,2.0,25.0,210951331,00,09,20
55,1900-01-31 00:10:40,2.0,25.0,210951331,00,09,40
56,1900-01-31 00:10:50,2.0,25.0,210951331,00,09,50
57,1900-01-31 00:11:00,2.0,25.0,210951331,00,10,00
58,1900-01-31 00:11:10,2.0,25.0,210951331,00,10,10
59,1900-01-31 00:11:20,2.0,25.0,210951331,00,10,20
60,1900-01-31 00:11:30,2.0,25.0,210951331,00,10,30
70,1900-01-31 00:13:10,2.0,25.0,210951331,00,12,10
71,1900-01-31 00:13:20,2.0,25.0,210951331,00,12,20
110,1900-01-31 00:19:50,2.0,25.0,210951331,00,18,50
111,1900-01-31 00:20:00,2.0,25.0,210951331,00,19,00
112,1900-01-31 00:20:10,2.0,25.0,210951331,00,19,10
113,1900-01-31 00:20:20,2.0,25.0,210951331,00,19,20
114,1900-01-31 00:20:30,2.0,25.0,210951331,00,19,30
115,1900-01-31 00:20:40,2.0,25.0,210951331,00,19,40
119,1900-01-31 00:21:20,2.0,25.0,210951331,00,20,20
120,1900-01-31 00:21:30,2.0,25.0,210951331,00,20,30
121,1900-01-31 00:21:40,2.0,25.0,210951331,00,20,40
145,1900-01-31 00:25:40,4.0,50.0,210951331,00,24,40
146,1900-01-31 00:25:50,4.0,50.0,210951331,00,24,50
167,1900-01-31 00:29:20,8.0,100.0,210951331,00,28,20
168,1900-01-31 00:29:30,8.0,100.0,210951331,00,28,30
169,1900-01-31 00:29:40,8.0,100.0,210951331,00,28,40
170,1900-01-31 00:29:50,8.0,100.0,210951331,00,28,50
171,1900-01-31 00:30:00,8.0,100.0,210951331,00,29,00
208,1900-01-31 00:36:10,2.0,25.0,210951331,00,35,10
209,1900-01-31 00:36:20,2.0,25.0,210951331,00,35,20
210,1900-01-31 00:36:30,2.0,25.0,210951331,00,35,30
228,1900-01-31 00:39:30,2.0,25.0,210951331,00,38,30
229,1900-01-31 00:39:40,2.0,25.0,210951331,00,38,40
230,1900-01-31 00:39:50,2.0,25.0,210951331,00,38,50
246,1900-01-31 00:42:30,4.0,50.0,210951331,00,41,30
247,1900-01-31 00:42:40,4.0,50.0,210951331,00,41,40
263,1900-01-31 00:45:20,3.0,37.0,210951331,00,44,20
264,1900-01-31 00:45:30,3.0,37.0,210951331,00,44,30
283,1900-01-31 00:48:40,4.0,50.0,210951331,00,47,40
284,1900-01-31 00:48:50,4.0,50.0,210951331,00,47,50
285,1900-01-31 00:49:00,4.0,50.0,210951331,00,48,00
351,1900-01-31 01:00:00,3.0,37.0,210951331,00,59,00
352,1900-01-31 01:00:10,3.0,37.0,210951331,00,59,10
353,1900-01-31 01:00:20,3.0,37.0,210951331,00,59,20
369,1900-01-31 01:03:00,2.0,25.0,210951331,01,02,00
394,1900-01-31 01:07:10,4.0,50.0,210951331,01,06,10
395,1900-01-31 01:07:20,4.0,50.0,210951331,01,06,20
396,1900-01-31 01:07:30,4.0,50.0,210951331,01,06,30
416,1900-01-31 01:10:50,6.0,75.0,210951331,01,09,50
0,1900-02-02 00:02:10,1.0,6.0,210952235,00,01,10
1,1900-02-02 00:02:20,1.0,6.0,210952235,00,01,20
2,1900-02-02 00:02:30,1.0,6.0,210952235,00,01,30
19,1900-02-02 00:05:20,3.0,18.0,210952235,00,04,20
20,1900-02-02 00:05:30,3.0,18.0,210952235,00,04,30
21,1900-02-02 00:05:40,3.0,18.0,210952235,00,04,40
33,1900-02-02 00:07:40,3.0,18.0,210952235,00,06,40
34,1900-02-02 00:07:50,3.0,18.0,210952235,00,06,50
44,1900-02-02 00:09:30,3.0,18.0,210952235,00,08,30
70,1900-02-02 00:13:50,16.0,100.0,210952235,00,12,50
71,1900-02-02 00:14:00,16.0,100.0,210952235,00,13,00
72,1900-02-02 00:14:10,16.0,100.0,210952235,00,13,10
104,1900-02-02 00:19:30,4.0,25.0,210952235,00,18,30
105,1900-02-02 00:19:40,4.0,25.0,210952235,00,18,40
106,1900-02-02 00:19:50,4.0,25.0,210952235,00,18,50
107,1900-02-02 00:20:00,4.0,25.0,210952235,00,19,00
108,1900-02-02 00:20:10,4.0,25.0,210952235,00,19,10
109,1900-02-02 00:20:20,4.0,25.0,210952235,00,19,20
133,1900-02-02 00:24:20,4.0,25.0,210952235,00,23,20
154,1900-02-02 00:27:50,1.0,6.0,210952235,00,26,50
155,1900-02-02 00:28:00,1.0,6.0,210952235,00,27,00
178,1900-02-02 00:31:50,2.0,12.0,210952235,00,30,50
179,1900-02-02 00:32:00,2.0,12.0,210952235,00,31,00
181,1900-02-02 00:32:20,2.0,12.0,210952235,00,31,20
182,1900-02-02 00:32:30,2.0,12.0,210952235,00,31,30
183,1900-02-02 00:32:40,2.0,12.0,210952235,00,31,40
200,1900-02-02 00:35:30,2.0,12.0,210952235,00,34,30
201,1900-02-02 00:35:40,2.0,12.0,210952235,00,34,40
202,1900-02-02 00:35:50,2.0,12.0,210952235,00,34,50
219,1900-02-02 00:38:40,3.0,18.0,210952235,00,37,40
220,1900-02-02 00:38:50,3.0,18.0,210952235,00,37,50
221,1900-02-02 00:39:00,3.0,18.0,210952235,00,38,00
222,1900-02-02 00:39:10,3.0,18.0,210952235,00,38,10
223,1900-02-02 00:39:20,3.0,18.0,210952235,00,38,20
243,1900-02-02 00:42:40,3.0,18.0,210952235,00,41,40
244,1900-02-02 00:42:50,3.0,18.0,210952235,00,41,50
245,1900-02-02 00:43:00,3.0,18.0,210952235,00,42,00
275,1900-02-02 00:48:00,8.0,50.0,210952235,00,47,00
276,1900-02-02 00:48:10,8.0,50.0,210952235,00,47,10
318,1900-02-02 00:55:10,3.0,18.0,210952235,00,54,10
339,1900-02-02 00:58:40,5.0,31.0,210952235,00,57,40
340,1900-02-02 00:58:50,5.0,31.0,210952235,00,57,50
360,1900-02-02 01:02:10,4.0,25.0,210952235,01,01,10
361,1900-02-02 01:02:20,4.0,25.0,210952235,01,01,20
365,1900-02-02 01:03:00,4.0,25.0,210952235,01,02,00
378,1900-02-02 01:05:10,4.0,25.0,210952235,01,04,10
379,1900-02-02 01:05:20,4.0,25.0,210952235,01,04,20
380,1900-02-02 01:05:30,4.0,25.0,210952235,01,04,30
381,1900-02-02 01:05:40,4.0,25.0,210952235,01,04,40
393,1900-02-02 01:07:40,4.0,25.0,210952235,01,06,40
394,1900-02-02 01:07:50,4.0,25.0,210952235,01,06,50
395,1900-02-02 01:08:00,4.0,25.0,210952235,01,07,00
422,1900-02-02 01:12:30,4.0,25.0,210952235,01,11,30
438,1900-02-02 01:15:10,5.0,31.0,210952235,01,14,10
463,1900-02-02 01:19:20,4.0,25.0,210952235,01,18,20
464,1900-02-02 01:19:30,4.0,25.0,210952235,01,18,30
501,1900-02-02 01:25:40,7.0,43.0,210952235,01,24,40
502,1900-02-02 01:25:50,7.0,43.0,210952235,01,24,50
504,1900-02-02 01:26:10,7.0,43.0,210952235,01,25,10
529,1900-02-02 01:30:20,4.0,25.0,210952235,01,29,20
530,1900-02-02 01:30:30,4.0,25.0,210952235,01,29,30
566,1900-02-02 01:36:30,7.0,43.0,210952235,01,35,30
584,1900-02-02 01:39:30,3.0,18.0,210952235,01,38,30
585,1900-02-02 01:39:40,3.0,18.0,210952235,01,38,40
586,1900-02-02 01:39:50,3.0,18.0,210952235,01,38,50
587,1900-02-02 01:40:00,3.0,18.0,210952235,01,39,00
588,1900-02-02 01:40:10,3.0,18.0,210952235,01,39,10
589,1900-02-02 01:40:20,3.0,18.0,210952235,01,39,20
611,1900-02-02 01:44:00,7.0,43.0,210952235,01,43,00
632,1900-02-02 01:47:30,1.0,6.0,210952235,01,46,30
633,1900-02-02 01:47:40,1.0,6.0,210952235,01,46,40
650,1900-02-02 01:50:30,3.0,18.0,210952235,01,49,30
651,1900-02-02 01:50:40,3.0,18.0,210952235,01,49,40
652,1900-02-02 01:50:50,3.0,18.0,210952235,01,49,50
653,1900-02-02 01:51:00,3.0,18.0,210952235,01,50,00
654,1900-02-02 01:51:10,3.0,18.0,210952235,01,50,10
672,1900-02-02 01:54:10,2.0,12.0,210952235,01,53,10
697,1900-02-02 01:58:20,11.0,68.0,210952235,01,57,20
698,1900-02-02 01:58:30,11.0,68.0,210952235,01,57,30
699,1900-02-02 01:58:40,11.0,68.0,210952235,01,57,40
700,1900-02-02 01:58:50,11.0,68.0,210952235,01,57,50
742,1900-02-02 02:05:50,13.0,81.0,210952235,02,04,50
760,1900-02-02 02:08:50,8.0,50.0,210952235,02,07,50
761,1900-02-02 02:09:00,8.0,50.0,210952235,02,08,00
781,1900-02-02 02:12:20,9.0,56.0,210952235,02,11,20
782,1900-02-02 02:12:30,9.0,56.0,210952235,02,11,30
15,1900-02-04 00:05:10,5.0,29.0,210952446,00,04,10
55,1900-02-04 00:11:50,4.0,23.0,210952446,00,10,50
83,1900-02-04 00:16:30,3.0,17.0,210952446,00,15,30
86,1900-02-04 00:17:00,3.0,17.0,210952446,00,16,00
87,1900-02-04 00:17:10,3.0,17.0,210952446,00,16,10
97,1900-02-04 00:18:50,3.0,17.0,210952446,00,17,50
98,1900-02-04 00:19:00,3.0,17.0,210952446,00,18,00
99,1900-02-04 00:19:10,3.0,17.0,210952446,00,18,10
100,1900-02-04 00:19:20,3.0,17.0,210952446,00,18,20
101,1900-02-04 00:19:30,3.0,17.0,210952446,00,18,30
102,1900-02-04 00:19:40,3.0,17.0,210952446,00,18,40
121,1900-02-04 00:22:50,4.0,23.0,210952446,00,21,50
122,1900-02-04 00:23:00,4.0,23.0,210952446,00,22,00
123,1900-02-04 00:23:10,4.0,23.0,210952446,00,22,10
124,1900-02-04 00:23:20,4.0,23.0,210952446,00,22,20
125,1900-02-04 00:23:30,4.0,23.0,210952446,00,22,30
144,1900-02-04 00:26:40,2.0,11.0,210952446,00,25,40
164,1900-02-04 00:30:00,8.0,47.0,210952446,00,29,00
165,1900-02-04 00:30:10,8.0,47.0,210952446,00,29,10
183,1900-02-04 00:33:10,6.0,35.0,210952446,00,32,10
187,1900-02-04 00:33:50,6.0,35.0,210952446,00,32,50
230,1900-02-04 00:41:00,5.0,29.0,210952446,00,40,00
231,1900-02-04 00:41:10,5.0,29.0,210952446,00,40,10
232,1900-02-04 00:41:20,5.0,29.0,210952446,00,40,20
233,1900-02-04 00:41:30,5.0,29.0,210952446,00,40,30
234,1900-02-04 00:41:40,5.0,29.0,210952446,00,40,40
235,1900-02-04 00:41:50,5.0,29.0,210952446,00,40,50
267,1900-02-04 00:47:10,7.0,41.0,210952446,00,46,10
309,1900-02-04 00:54:10,15.0,88.0,210952446,00,53,10
310,1900-02-04 00:54:20,15.0,88.0,210952446,00,53,20
311,1900-02-04 00:54:30,15.0,88.0,210952446,00,53,30
349,1900-02-04 01:00:50,3.0,17.0,210952446,00,59,50
365,1900-02-04 01:03:30,4.0,23.0,210952446,01,02,30
366,1900-02-04 01:03:40,4.0,23.0,210952446,01,02,40
367,1900-02-04 01:03:50,4.0,23.0,210952446,01,02,50
368,1900-02-04 01:04:00,4.0,23.0,210952446,01,03,00
369,1900-02-04 01:04:10,4.0,23.0,210952446,01,03,10
370,1900-02-04 01:04:20,4.0,23.0,210952446,01,03,20
379,1900-02-04 01:05:50,4.0,23.0,210952446,01,04,50
398,1900-02-04 01:09:00,17.0,100.0,210952446,01,08,00
399,1900-02-04 01:09:10,17.0,100.0,210952446,01,08,10
423,1900-02-04 01:13:10,4.0,23.0,210952446,01,12,10
433,1900-02-04 01:14:50,4.0,23.0,210952446,01,13,50
434,1900-02-04 01:15:00,4.0,23.0,210952446,01,14,00
435,1900-02-04 01:15:10,4.0,23.0,210952446,01,14,10
436,1900-02-04 01:15:20,4.0,23.0,210952446,01,14,20
437,1900-02-04 01:15:30,4.0,23.0,210952446,01,14,30
472,1900-02-04 01:21:20,3.0,17.0,210952446,01,20,20
473,1900-02-04 01:21:30,3.0,17.0,210952446,01,20,30
474,1900-02-04 01:21:40,3.0,17.0,210952446,01,20,40
476,1900-02-04 01:22:00,3.0,17.0,210952446,01,21,00
481,1900-02-04 01:22:50,3.0,17.0,210952446,01,21,50
482,1900-02-04 01:23:00,3.0,17.0,210952446,01,22,00
483,1900-02-04 01:23:10,3.0,17.0,210952446,01,22,10
502,1900-02-04 01:26:20,1.0,5.0,210952446,01,25,20
537,1900-02-04 01:32:10,6.0,35.0,210952446,01,31,10
566,1900-02-04 01:37:00,3.0,17.0,210952446,01,36,00
567,1900-02-04 01:37:10,3.0,17.0,210952446,01,36,10
568,1900-02-04 01:37:20,3.0,17.0,210952446,01,36,20
600,1900-02-04 01:42:40,4.0,23.0,210952446,01,41,40
601,1900-02-04 01:42:50,4.0,23.0,210952446,01,41,50
602,1900-02-04 01:43:00,4.0,23.0,210952446,01,42,00
603,1900-02-04 01:43:10,4.0,23.0,210952446,01,42,10
624,1900-02-04 01:46:40,9.0,52.0,210952446,01,45,40
625,1900-02-04 01:46:50,9.0,52.0,210952446,01,45,50
634,1900-02-04 01:48:20,9.0,52.0,210952446,01,47,20
635,1900-02-04 01:48:30,9.0,52.0,210952446,01,47,30
656,1900-02-04 01:52:00,13.0,76.0,210952446,01,51,00
681,1900-02-04 01:56:10,3.0,17.0,210952446,01,55,10
682,1900-02-04 01:56:20,3.0,17.0,210952446,01,55,20
683,1900-02-04 01:56:30,3.0,17.0,210952446,01,55,30
703,1900-02-04 01:59:50,11.0,64.0,210952446,01,58,50
756,1900-02-04 02:08:40,12.0,70.0,210952446,02,07,40
781,1900-02-04 02:12:50,6.0,35.0,210952446,02,11,50
782,1900-02-04 02:13:00,6.0,35.0,210952446,02,12,00
784,1900-02-04 02:13:20,6.0,35.0,210952446,02,12,20
785,1900-02-04 02:13:30,6.0,35.0,210952446,02,12,30
812,1900-02-04 02:18:00,4.0,23.0,210952446,02,17,00
813,1900-02-04 02:18:10,4.0,23.0,210952446,02,17,10
814,1900-02-04 02:18:20,4.0,23.0,210952446,02,17,20
815,1900-02-04 02:18:30,4.0,23.0,210952446,02,17,30
816,1900-02-04 02:18:40,4.0,23.0,210952446,02,17,40
0,1900-02-06 00:01:40,1.0,2.0,210953025,00,00,40
1,1900-02-06 00:01:50,1.0,2.0,210953025,00,00,50
2,1900-02-06 00:02:00,1.0,2.0,210953025,00,01,00
3,1900-02-06 00:02:10,1.0,2.0,210953025,00,01,10
4,1900-02-06 00:02:20,1.0,2.0,210953025,00,01,20
5,1900-02-06 00:02:30,1.0,2.0,210953025,00,01,30
38,1900-02-06 00:08:00,11.0,32.0,210953025,00,07,00
75,1900-02-06 00:14:10,4.0,11.0,210953025,00,13,10
76,1900-02-06 00:14:20,4.0,11.0,210953025,00,13,20
78,1900-02-06 00:14:40,4.0,11.0,210953025,00,13,40
127,1900-02-06 00:22:50,6.0,17.0,210953025,00,21,50
174,1900-02-06 00:30:40,6.0,17.0,210953025,00,29,40
175,1900-02-06 00:30:50,6.0,17.0,210953025,00,29,50
176,1900-02-06 00:31:00,6.0,17.0,210953025,00,30,00
177,1900-02-06 00:31:10,6.0,17.0,210953025,00,30,10
206,1900-02-06 00:36:00,2.0,5.0,210953025,00,35,00
246,1900-02-06 00:42:40,24.0,70.0,210953025,00,41,40
301,1900-02-06 00:51:50,8.0,23.0,210953025,00,50,50
343,1900-02-06 00:58:50,17.0,50.0,210953025,00,57,50
344,1900-02-06 00:59:00,17.0,50.0,210953025,00,58,00
377,1900-02-06 01:04:30,6.0,17.0,210953025,01,03,30
379,1900-02-06 01:04:50,6.0,17.0,210953025,01,03,50
422,1900-02-06 01:12:00,11.0,32.0,210953025,01,11,00
460,1900-02-06 01:18:20,34.0,100.0,210953025,01,17,20
502,1900-02-06 01:25:20,4.0,11.0,210953025,01,24,20
530,1900-02-06 01:30:00,8.0,23.0,210953025,01,29,00
547,1900-02-06 01:32:50,6.0,17.0,210953025,01,31,50
570,1900-02-06 01:36:40,7.0,20.0,210953025,01,35,40
571,1900-02-06 01:36:50,7.0,20.0,210953025,01,35,50
572,1900-02-06 01:37:00,7.0,20.0,210953025,01,36,00
604,1900-02-06 01:42:20,5.0,14.0,210953025,01,41,20
629,1900-02-06 01:46:30,19.0,55.0,210953025,01,45,30
633,1900-02-06 01:47:10,19.0,55.0,210953025,01,46,10
667,1900-02-06 01:52:50,7.0,20.0,210953025,01,51,50
668,1900-02-06 01:53:00,7.0,20.0,210953025,01,52,00
670,1900-02-06 01:53:20,7.0,20.0,210953025,01,52,20
671,1900-02-06 01:53:30,7.0,20.0,210953025,01,52,30
690,1900-02-06 01:56:40,6.0,17.0,210953025,01,55,40
691,1900-02-06 01:56:50,6.0,17.0,210953025,01,55,50
724,1900-02-06 02:02:20,3.0,8.0,210953025,02,01,20
725,1900-02-06 02:02:30,3.0,8.0,210953025,02,01,30
726,1900-02-06 02:02:40,3.0,8.0,210953025,02,01,40
727,1900-02-06 02:02:50,3.0,8.0,210953025,02,01,50
728,1900-02-06 02:03:00,3.0,8.0,210953025,02,02,00
748,1900-02-06 02:06:20,6.0,17.0,210953025,02,05,20
750,1900-02-06 02:06:40,6.0,17.0,210953025,02,05,40
775,1900-02-06 02:10:50,4.0,11.0,210953025,02,09,50
800,1900-02-06 02:15:00,9.0,26.0,210953025,02,14,00
844,1900-02-06 02:22:20,4.0,11.0,210953025,02,21,20
845,1900-02-06 02:22:30,4.0,11.0,210953025,02,21,30
893,1900-02-06 02:30:30,12.0,35.0,210953025,02,29,30
9,1900-02-08 00:03:30,6.0,85.0,210953986,00,02,30
10,1900-02-08 00:03:40,6.0,85.0,210953986,00,02,40
11,1900-02-08 00:03:50,6.0,85.0,210953986,00,02,50
12,1900-02-08 00:04:00,6.0,85.0,210953986,00,03,00
39,1900-02-08 00:08:30,2.0,28.0,210953986,00,07,30
40,1900-02-08 00:08:40,2.0,28.0,210953986,00,07,40
41,1900-02-08 00:08:50,2.0,28.0,210953986,00,07,50
42,1900-02-08 00:09:00,2.0,28.0,210953986,00,08,00
43,1900-02-08 00:09:10,2.0,28.0,210953986,00,08,10
44,1900-02-08 00:09:20,2.0,28.0,210953986,00,08,20
49,1900-02-08 00:10:10,2.0,28.0,210953986,00,09,10
50,1900-02-08 00:10:20,2.0,28.0,210953986,00,09,20
88,1900-02-08 00:16:40,3.0,42.0,210953986,00,15,40
89,1900-02-08 00:16:50,3.0,42.0,210953986,00,15,50
115,1900-02-08 00:21:10,5.0,71.0,210953986,00,20,10
136,1900-02-08 00:24:40,6.0,85.0,210953986,00,23,40
137,1900-02-08 00:24:50,6.0,85.0,210953986,00,23,50
160,1900-02-08 00:28:40,1.0,14.0,210953986,00,27,40
161,1900-02-08 00:28:50,1.0,14.0,210953986,00,27,50
162,1900-02-08 00:29:00,1.0,14.0,210953986,00,28,00
163,1900-02-08 00:29:10,1.0,14.0,210953986,00,28,10
164,1900-02-08 00:29:20,1.0,14.0,210953986,00,28,20
165,1900-02-08 00:29:30,1.0,14.0,210953986,00,28,30
189,1900-02-08 00:33:30,4.0,57.0,210953986,00,32,30
211,1900-02-08 00:37:10,1.0,14.0,210953986,00,36,10
212,1900-02-08 00:37:20,1.0,14.0,210953986,00,36,20
213,1900-02-08 00:37:30,1.0,14.0,210953986,00,36,30
214,1900-02-08 00:37:40,1.0,14.0,210953986,00,36,40
215,1900-02-08 00:37:50,1.0,14.0,210953986,00,36,50
216,1900-02-08 00:38:00,1.0,14.0,210953986,00,37,00
219,1900-02-08 00:38:30,1.0,14.0,210953986,00,37,30
220,1900-02-08 00:38:40,1.0,14.0,210953986,00,37,40
221,1900-02-08 00:38:50,1.0,14.0,210953986,00,37,50
222,1900-02-08 00:39:00,1.0,14.0,210953986,00,38,00
223,1900-02-08 00:39:10,1.0,14.0,210953986,00,38,10
224,1900-02-08 00:39:20,1.0,14.0,210953986,00,38,20
246,1900-02-08 00:43:00,3.0,42.0,210953986,00,42,00
294,1900-02-08 00:51:00,3.0,42.0,210953986,00,50,00
295,1900-02-08 00:51:10,3.0,42.0,210953986,00,50,10
312,1900-02-08 00:54:00,2.0,28.0,210953986,00,53,00
313,1900-02-08 00:54:10,2.0,28.0,210953986,00,53,10
339,1900-02-08 00:58:30,4.0,57.0,210953986,00,57,30
370,1900-02-08 01:03:40,2.0,28.0,210953986,01,02,40
371,1900-02-08 01:03:50,2.0,28.0,210953986,01,02,50
372,1900-02-08 01:04:00,2.0,28.0,210953986,01,03,00
373,1900-02-08 01:04:10,2.0,28.0,210953986,01,03,10
374,1900-02-08 01:04:20,2.0,28.0,210953986,01,03,20
375,1900-02-08 01:04:30,2.0,28.0,210953986,01,03,30
412,1900-02-08 01:10:40,3.0,42.0,210953986,01,09,40
413,1900-02-08 01:10:50,3.0,42.0,210953986,01,09,50
414,1900-02-08 01:11:00,3.0,42.0,210953986,01,10,00
441,1900-02-08 01:15:30,1.0,14.0,210953986,01,14,30
442,1900-02-08 01:15:40,1.0,14.0,210953986,01,14,40
443,1900-02-08 01:15:50,1.0,14.0,210953986,01,14,50
444,1900-02-08 01:16:00,1.0,14.0,210953986,01,15,00
460,1900-02-08 01:18:40,3.0,42.0,210953986,01,17,40
480,1900-02-08 01:22:00,6.0,85.0,210953986,01,21,00
498,1900-02-08 01:25:00,3.0,42.0,210953986,01,24,00
499,1900-02-08 01:25:10,3.0,42.0,210953986,01,24,10
500,1900-02-08 01:25:20,3.0,42.0,210953986,01,24,20
520,1900-02-08 01:28:40,5.0,71.0,210953986,01,27,40
521,1900-02-08 01:28:50,5.0,71.0,210953986,01,27,50
522,1900-02-08 01:29:00,5.0,71.0,210953986,01,28,00
546,1900-02-08 01:33:00,4.0,57.0,210953986,01,32,00
548,1900-02-08 01:33:20,4.0,57.0,210953986,01,32,20
549,1900-02-08 01:33:30,4.0,57.0,210953986,01,32,30
550,1900-02-08 01:33:40,4.0,57.0,210953986,01,32,40
583,1900-02-08 01:39:10,7.0,100.0,210953986,01,38,10
585,1900-02-08 01:39:30,7.0,100.0,210953986,01,38,30
586,1900-02-08 01:39:40,7.0,100.0,210953986,01,38,40
587,1900-02-08 01:39:50,7.0,100.0,210953986,01,38,50
5,1900-02-10 00:02:10,2.0,25.0,210954284,00,01,10
7,1900-02-10 00:02:30,2.0,25.0,210954284,00,01,30
8,1900-02-10 00:02:40,2.0,25.0,210954284,00,01,40
9,1900-02-10 00:02:50,2.0,25.0,210954284,00,01,50
10,1900-02-10 00:03:00,2.0,25.0,210954284,00,02,00
12,1900-02-10 00:03:20,2.0,25.0,210954284,00,02,20
17,1900-02-10 00:04:10,2.0,25.0,210954284,00,03,10
18,1900-02-10 00:04:20,2.0,25.0,210954284,00,03,20
19,1900-02-10 00:04:30,2.0,25.0,210954284,00,03,30
20,1900-02-10 00:04:40,2.0,25.0,210954284,00,03,40
46,1900-02-10 00:09:00,4.0,50.0,210954284,00,08,00
47,1900-02-10 00:09:10,4.0,50.0,210954284,00,08,10
67,1900-02-10 00:12:30,1.0,12.0,210954284,00,11,30
68,1900-02-10 00:12:40,1.0,12.0,210954284,00,11,40
69,1900-02-10 00:12:50,1.0,12.0,210954284,00,11,50
70,1900-02-10 00:13:00,1.0,12.0,210954284,00,12,00
71,1900-02-10 00:13:10,1.0,12.0,210954284,00,12,10
72,1900-02-10 00:13:20,1.0,12.0,210954284,00,12,20
73,1900-02-10 00:13:30,1.0,12.0,210954284,00,12,30
74,1900-02-10 00:13:40,1.0,12.0,210954284,00,12,40
75,1900-02-10 00:13:50,1.0,12.0,210954284,00,12,50
76,1900-02-10 00:14:00,1.0,12.0,210954284,00,13,00
86,1900-02-10 00:15:40,1.0,12.0,210954284,00,14,40
87,1900-02-10 00:15:50,1.0,12.0,210954284,00,14,50
88,1900-02-10 00:16:00,1.0,12.0,210954284,00,15,00
89,1900-02-10 00:16:10,1.0,12.0,210954284,00,15,10
90,1900-02-10 00:16:20,1.0,12.0,210954284,00,15,20
91,1900-02-10 00:16:30,1.0,12.0,210954284,00,15,30
110,1900-02-10 00:19:40,3.0,37.0,210954284,00,18,40
111,1900-02-10 00:19:50,3.0,37.0,210954284,00,18,50
134,1900-02-10 00:23:40,2.0,25.0,210954284,00,22,40
135,1900-02-10 00:23:50,2.0,25.0,210954284,00,22,50
136,1900-02-10 00:24:00,2.0,25.0,210954284,00,23,00
142,1900-02-10 00:25:00,2.0,25.0,210954284,00,24,00
143,1900-02-10 00:25:10,2.0,25.0,210954284,00,24,10
144,1900-02-10 00:25:20,2.0,25.0,210954284,00,24,20
145,1900-02-10 00:25:30,2.0,25.0,210954284,00,24,30
146,1900-02-10 00:25:40,2.0,25.0,210954284,00,24,40
168,1900-02-10 00:29:20,4.0,50.0,210954284,00,28,20
169,1900-02-10 00:29:30,4.0,50.0,210954284,00,28,30
192,1900-02-10 00:33:20,7.0,87.0,210954284,00,32,20
222,1900-02-10 00:38:20,2.0,25.0,210954284,00,37,20
223,1900-02-10 00:38:30,2.0,25.0,210954284,00,37,30
224,1900-02-10 00:38:40,2.0,25.0,210954284,00,37,40
225,1900-02-10 00:38:50,2.0,25.0,210954284,00,37,50
226,1900-02-10 00:39:00,2.0,25.0,210954284,00,38,00
244,1900-02-10 00:42:00,1.0,12.0,210954284,00,41,00
245,1900-02-10 00:42:10,1.0,12.0,210954284,00,41,10
246,1900-02-10 00:42:20,1.0,12.0,210954284,00,41,20
247,1900-02-10 00:42:30,1.0,12.0,210954284,00,41,30
266,1900-02-10 00:45:40,4.0,50.0,210954284,00,44,40
