,Time,0,maxes,vidID,h,m,s
329,1900-03-18 00:56:40,6.0,42.0,604877237,00,55,40
330,1900-03-18 00:56:50,6.0,42.0,604877237,00,55,50
331,1900-03-18 00:57:00,6.0,42.0,604877237,00,56,00
358,1900-03-18 01:01:30,9.0,64.0,604877237,01,00,30
420,1900-03-18 01:11:50,8.0,57.0,604877237,01,10,50
421,1900-03-18 01:12:00,8.0,57.0,604877237,01,11,00
422,1900-03-18 01:12:10,8.0,57.0,604877237,01,11,10
423,1900-03-18 01:12:20,8.0,57.0,604877237,01,11,20
427,1900-03-18 01:13:00,8.0,57.0,604877237,01,12,00
453,1900-03-18 01:17:20,5.0,35.0,604877237,01,16,20
454,1900-03-18 01:17:30,5.0,35.0,604877237,01,16,30
455,1900-03-18 01:17:40,5.0,35.0,604877237,01,16,40
488,1900-03-18 01:23:10,10.0,71.0,604877237,01,22,10
489,1900-03-18 01:23:20,10.0,71.0,604877237,01,22,20
515,1900-03-18 01:27:40,8.0,57.0,604877237,01,26,40
516,1900-03-18 01:27:50,8.0,57.0,604877237,01,26,50
538,1900-03-18 01:31:30,4.0,28.0,604877237,01,30,30
539,1900-03-18 01:31:40,4.0,28.0,604877237,01,30,40
540,1900-03-18 01:31:50,4.0,28.0,604877237,01,30,50
541,1900-03-18 01:32:00,4.0,28.0,604877237,01,31,00
559,1900-03-18 01:35:00,14.0,100.0,604877237,01,34,00
560,1900-03-18 01:35:10,14.0,100.0,604877237,01,34,10
561,1900-03-18 01:35:20,14.0,100.0,604877237,01,34,20
597,1900-03-18 01:41:20,5.0,35.0,604877237,01,40,20
598,1900-03-18 01:41:30,5.0,35.0,604877237,01,40,30
599,1900-03-18 01:41:40,5.0,35.0,604877237,01,40,40
625,1900-03-18 01:46:00,2.0,14.0,604877237,01,45,00
626,1900-03-18 01:46:10,2.0,14.0,604877237,01,45,10
627,1900-03-18 01:46:20,2.0,14.0,604877237,01,45,20
628,1900-03-18 01:46:30,2.0,14.0,604877237,01,45,30
629,1900-03-18 01:46:40,2.0,14.0,604877237,01,45,40
648,1900-03-18 01:49:50,3.0,21.0,604877237,01,48,50
650,1900-03-18 01:50:10,3.0,21.0,604877237,01,49,10
651,1900-03-18 01:50:20,3.0,21.0,604877237,01,49,20
652,1900-03-18 01:50:30,3.0,21.0,604877237,01,49,30
653,1900-03-18 01:50:40,3.0,21.0,604877237,01,49,40
654,1900-03-18 01:50:50,3.0,21.0,604877237,01,49,50
655,1900-03-18 01:51:00,3.0,21.0,604877237,01,50,00
683,1900-03-18 01:55:40,5.0,35.0,604877237,01,54,40
714,1900-03-18 02:00:50,4.0,28.0,604877237,01,59,50
715,1900-03-18 02:01:00,4.0,28.0,604877237,02,00,00
747,1900-03-18 02:06:20,2.0,14.0,604877237,02,05,20
748,1900-03-18 02:06:30,2.0,14.0,604877237,02,05,30
749,1900-03-18 02:06:40,2.0,14.0,604877237,02,05,40
750,1900-03-18 02:06:50,2.0,14.0,604877237,02,05,50
773,1900-03-18 02:10:40,5.0,35.0,604877237,02,09,40
810,1900-03-18 02:16:50,1.0,7.0,604877237,02,15,50
811,1900-03-18 02:17:00,1.0,7.0,604877237,02,16,00
812,1900-03-18 02:17:10,1.0,7.0,604877237,02,16,10
813,1900-03-18 02:17:20,1.0,7.0,604877237,02,16,20
814,1900-03-18 02:17:30,1.0,7.0,604877237,02,16,30
840,1900-03-18 02:21:50,7.0,50.0,604877237,02,20,50
1,1900-03-20 00:02:10,4.0,100.0,604935399,00,01,10
4,1900-03-22 00:03:10,5.0,19.0,605670547,00,02,10
5,1900-03-22 00:03:20,5.0,19.0,605670547,00,02,20
6,1900-03-22 00:03:30,5.0,19.0,605670547,00,02,30
7,1900-03-22 00:03:40,5.0,19.0,605670547,00,02,40
26,1900-03-22 00:06:50,3.0,11.0,605670547,00,05,50
27,1900-03-22 00:07:00,3.0,11.0,605670547,00,06,00
48,1900-03-22 00:10:30,5.0,19.0,605670547,00,09,30
126,1900-03-22 00:23:30,17.0,65.0,605670547,00,22,30
127,1900-03-22 00:23:40,17.0,65.0,605670547,00,22,40
128,1900-03-22 00:23:50,17.0,65.0,605670547,00,22,50
192,1900-03-22 00:34:30,17.0,65.0,605670547,00,33,30
220,1900-03-22 00:39:10,13.0,50.0,605670547,00,38,10
241,1900-03-22 00:42:40,8.0,30.0,605670547,00,41,40
253,1900-03-22 00:44:40,8.0,30.0,605670547,00,43,40
257,1900-03-22 00:45:20,8.0,30.0,605670547,00,44,20
281,1900-03-22 00:49:20,8.0,30.0,605670547,00,48,20
317,1900-03-22 00:55:20,11.0,42.0,605670547,00,54,20
351,1900-03-22 01:01:00,26.0,100.0,605670547,01,00,00
372,1900-03-22 01:04:30,7.0,26.0,605670547,01,03,30
404,1900-03-22 01:09:50,6.0,23.0,605670547,01,08,50
407,1900-03-22 01:10:20,6.0,23.0,605670547,01,09,20
418,1900-03-22 01:12:10,6.0,23.0,605670547,01,11,10
420,1900-03-22 01:12:30,6.0,23.0,605670547,01,11,30
450,1900-03-22 01:17:30,23.0,88.0,605670547,01,16,30
452,1900-03-22 01:17:50,23.0,88.0,605670547,01,16,50
470,1900-03-22 01:20:50,12.0,46.0,605670547,01,19,50
507,1900-03-22 01:27:00,5.0,19.0,605670547,01,26,00
508,1900-03-22 01:27:10,5.0,19.0,605670547,01,26,10
543,1900-03-22 01:33:00,19.0,73.0,605670547,01,32,00
544,1900-03-22 01:33:10,19.0,73.0,605670547,01,32,10
565,1900-03-22 01:36:40,5.0,19.0,605670547,01,35,40
566,1900-03-22 01:36:50,5.0,19.0,605670547,01,35,50
593,1900-03-22 01:41:20,17.0,65.0,605670547,01,40,20
594,1900-03-22 01:41:30,17.0,65.0,605670547,01,40,30
654,1900-03-22 01:51:30,15.0,57.0,605670547,01,50,30
696,1900-03-22 01:58:30,7.0,26.0,605670547,01,57,30
697,1900-03-22 01:58:40,7.0,26.0,605670547,01,57,40
698,1900-03-22 01:58:50,7.0,26.0,605670547,01,57,50
699,1900-03-22 01:59:00,7.0,26.0,605670547,01,58,00
700,1900-03-22 01:59:10,7.0,26.0,605670547,01,58,10
736,1900-03-22 02:05:10,10.0,38.0,605670547,02,04,10
737,1900-03-22 02:05:20,10.0,38.0,605670547,02,04,20
739,1900-03-22 02:05:40,10.0,38.0,605670547,02,04,40
772,1900-03-22 02:11:10,6.0,23.0,605670547,02,10,10
0,1900-03-24 00:00:50,2.0,6.0,606635632,23,59,50
1,1900-03-24 00:01:00,2.0,6.0,606635632,00,00,00
2,1900-03-24 00:01:10,2.0,6.0,606635632,00,00,10
3,1900-03-24 00:01:20,2.0,6.0,606635632,00,00,20
4,1900-03-24 00:01:30,2.0,6.0,606635632,00,00,30
5,1900-03-24 00:01:40,2.0,6.0,606635632,00,00,40
25,1900-03-24 00:05:00,3.0,9.0,606635632,00,04,00
26,1900-03-24 00:05:10,3.0,9.0,606635632,00,04,10
30,1900-03-24 00:05:50,3.0,9.0,606635632,00,04,50
56,1900-03-24 00:10:10,5.0,15.0,606635632,00,09,10
57,1900-03-24 00:10:20,5.0,15.0,606635632,00,09,20
81,1900-03-24 00:14:20,8.0,25.0,606635632,00,13,20
82,1900-03-24 00:14:30,8.0,25.0,606635632,00,13,30
83,1900-03-24 00:14:40,8.0,25.0,606635632,00,13,40
85,1900-03-24 00:15:00,8.0,25.0,606635632,00,14,00
86,1900-03-24 00:15:10,8.0,25.0,606635632,00,14,10
105,1900-03-24 00:18:20,5.0,15.0,606635632,00,17,20
123,1900-03-24 00:21:20,7.0,21.0,606635632,00,20,20
124,1900-03-24 00:21:30,7.0,21.0,606635632,00,20,30
142,1900-03-24 00:24:30,14.0,43.0,606635632,00,23,30
143,1900-03-24 00:24:40,14.0,43.0,606635632,00,23,40
144,1900-03-24 00:24:50,14.0,43.0,606635632,00,23,50
145,1900-03-24 00:25:00,14.0,43.0,606635632,00,24,00
202,1900-03-24 00:34:30,6.0,18.0,606635632,00,33,30
203,1900-03-24 00:34:40,6.0,18.0,606635632,00,33,40
230,1900-03-24 00:39:10,11.0,34.0,606635632,00,38,10
231,1900-03-24 00:39:20,11.0,34.0,606635632,00,38,20
233,1900-03-24 00:39:40,11.0,34.0,606635632,00,38,40
269,1900-03-24 00:45:40,13.0,40.0,606635632,00,44,40
270,1900-03-24 00:45:50,13.0,40.0,606635632,00,44,50
301,1900-03-24 00:51:00,13.0,40.0,606635632,00,50,00
339,1900-03-24 00:57:20,32.0,100.0,606635632,00,56,20
406,1900-03-24 01:08:30,11.0,34.0,606635632,01,07,30
426,1900-03-24 01:11:50,5.0,15.0,606635632,01,10,50
430,1900-03-24 01:12:30,5.0,15.0,606635632,01,11,30
455,1900-03-24 01:16:40,10.0,31.0,606635632,01,15,40
456,1900-03-24 01:16:50,10.0,31.0,606635632,01,15,50
477,1900-03-24 01:20:20,7.0,21.0,606635632,01,19,20
511,1900-03-24 01:26:00,13.0,40.0,606635632,01,25,00
560,1900-03-24 01:34:10,7.0,21.0,606635632,01,33,10
565,1900-03-24 01:35:00,7.0,21.0,606635632,01,34,00
566,1900-03-24 01:35:10,7.0,21.0,606635632,01,34,10
601,1900-03-24 01:41:00,7.0,21.0,606635632,01,40,00
602,1900-03-24 01:41:10,7.0,21.0,606635632,01,40,10
603,1900-03-24 01:41:20,7.0,21.0,606635632,01,40,20
604,1900-03-24 01:41:30,7.0,21.0,606635632,01,40,30
605,1900-03-24 01:41:40,7.0,21.0,606635632,01,40,40
618,1900-03-24 01:43:50,7.0,21.0,606635632,01,42,50
668,1900-03-24 01:52:10,7.0,21.0,606635632,01,51,10
672,1900-03-24 01:52:50,7.0,21.0,606635632,01,51,50
673,1900-03-24 01:53:00,7.0,21.0,606635632,01,52,00
694,1900-03-24 01:56:30,5.0,15.0,606635632,01,55,30
8,1900-03-26 00:03:20,3.0,10.0,607628517,00,02,20
9,1900-03-26 00:03:30,3.0,10.0,607628517,00,02,30
33,1900-03-26 00:07:30,12.0,42.0,607628517,00,06,30
82,1900-03-26 00:15:40,17.0,60.0,607628517,00,14,40
102,1900-03-26 00:19:00,10.0,35.0,607628517,00,18,00
107,1900-03-26 00:19:50,10.0,35.0,607628517,00,18,50
150,1900-03-26 00:27:00,12.0,42.0,607628517,00,26,00
169,1900-03-26 00:30:10,11.0,39.0,607628517,00,29,10
170,1900-03-26 00:30:20,11.0,39.0,607628517,00,29,20
208,1900-03-26 00:36:40,16.0,57.0,607628517,00,35,40
223,1900-03-26 00:39:10,16.0,57.0,607628517,00,38,10
225,1900-03-26 00:39:30,16.0,57.0,607628517,00,38,30
245,1900-03-26 00:42:50,19.0,67.0,607628517,00,41,50
263,1900-03-26 00:45:50,10.0,35.0,607628517,00,44,50
264,1900-03-26 00:46:00,10.0,35.0,607628517,00,45,00
290,1900-03-26 00:50:20,28.0,100.0,607628517,00,49,20
291,1900-03-26 00:50:30,28.0,100.0,607628517,00,49,30
365,1900-03-26 01:02:50,16.0,57.0,607628517,01,01,50
386,1900-03-26 01:06:20,10.0,35.0,607628517,01,05,20
387,1900-03-26 01:06:30,10.0,35.0,607628517,01,05,30
408,1900-03-26 01:10:00,15.0,53.0,607628517,01,09,00
431,1900-03-26 01:13:50,12.0,42.0,607628517,01,12,50
455,1900-03-26 01:17:50,12.0,42.0,607628517,01,16,50
456,1900-03-26 01:18:00,12.0,42.0,607628517,01,17,00
457,1900-03-26 01:18:10,12.0,42.0,607628517,01,17,10
472,1900-03-26 01:20:40,12.0,42.0,607628517,01,19,40
511,1900-03-26 01:27:10,9.0,32.0,607628517,01,26,10
540,1900-03-26 01:32:00,12.0,42.0,607628517,01,31,00
589,1900-03-26 01:40:10,21.0,75.0,607628517,01,39,10
623,1900-03-26 01:45:50,20.0,71.0,607628517,01,44,50
624,1900-03-26 01:46:00,20.0,71.0,607628517,01,45,00
625,1900-03-26 01:46:10,20.0,71.0,607628517,01,45,10
637,1900-03-26 01:48:10,20.0,71.0,607628517,01,47,10
660,1900-03-26 01:52:00,10.0,35.0,607628517,01,51,00
691,1900-03-26 01:57:10,6.0,21.0,607628517,01,56,10
692,1900-03-26 01:57:20,6.0,21.0,607628517,01,56,20
709,1900-03-26 02:00:10,5.0,17.0,607628517,01,59,10
736,1900-03-26 02:04:40,3.0,10.0,607628517,02,03,40
737,1900-03-26 02:04:50,3.0,10.0,607628517,02,03,50
738,1900-03-26 02:05:00,3.0,10.0,607628517,02,04,00
762,1900-03-26 02:09:00,3.0,10.0,607628517,02,08,00
790,1900-03-26 02:13:40,11.0,39.0,607628517,02,12,40
1,1900-03-28 00:01:10,3.0,6.0,609648889,00,00,10
2,1900-03-28 00:01:20,3.0,6.0,609648889,00,00,20
3,1900-03-28 00:01:30,3.0,6.0,609648889,00,00,30
4,1900-03-28 00:01:40,3.0,6.0,609648889,00,00,40
5,1900-03-28 00:01:50,3.0,6.0,609648889,00,00,50
47,1900-03-28 00:08:50,12.0,27.0,609648889,00,07,50
50,1900-03-28 00:09:20,12.0,27.0,609648889,00,08,20
100,1900-03-28 00:17:40,6.0,13.0,609648889,00,16,40
101,1900-03-28 00:17:50,6.0,13.0,609648889,00,16,50
102,1900-03-28 00:18:00,6.0,13.0,609648889,00,17,00
118,1900-03-28 00:20:40,7.0,15.0,609648889,00,19,40
149,1900-03-28 00:25:50,11.0,25.0,609648889,00,24,50
150,1900-03-28 00:26:00,11.0,25.0,609648889,00,25,00
179,1900-03-28 00:30:50,5.0,11.0,609648889,00,29,50
180,1900-03-28 00:31:00,5.0,11.0,609648889,00,30,00
181,1900-03-28 00:31:10,5.0,11.0,609648889,00,30,10
182,1900-03-28 00:31:20,5.0,11.0,609648889,00,30,20
200,1900-03-28 00:34:20,9.0,20.0,609648889,00,33,20
202,1900-03-28 00:34:40,9.0,20.0,609648889,00,33,40
221,1900-03-28 00:37:50,10.0,22.0,609648889,00,36,50
258,1900-03-28 00:44:00,17.0,38.0,609648889,00,43,00
286,1900-03-28 00:48:40,17.0,38.0,609648889,00,47,40
337,1900-03-28 00:57:10,7.0,15.0,609648889,00,56,10
338,1900-03-28 00:57:20,7.0,15.0,609648889,00,56,20
339,1900-03-28 00:57:30,7.0,15.0,609648889,00,56,30
340,1900-03-28 00:57:40,7.0,15.0,609648889,00,56,40
341,1900-03-28 00:57:50,7.0,15.0,609648889,00,56,50
356,1900-03-28 01:00:20,7.0,15.0,609648889,00,59,20
378,1900-03-28 01:04:00,4.0,9.0,609648889,01,03,00
379,1900-03-28 01:04:10,4.0,9.0,609648889,01,03,10
401,1900-03-28 01:07:50,12.0,27.0,609648889,01,06,50
402,1900-03-28 01:08:00,12.0,27.0,609648889,01,07,00
436,1900-03-28 01:13:40,4.0,9.0,609648889,01,12,40
437,1900-03-28 01:13:50,4.0,9.0,609648889,01,12,50
438,1900-03-28 01:14:00,4.0,9.0,609648889,01,13,00
480,1900-03-28 01:21:00,5.0,11.0,609648889,01,20,00
481,1900-03-28 01:21:10,5.0,11.0,609648889,01,20,10
482,1900-03-28 01:21:20,5.0,11.0,609648889,01,20,20
483,1900-03-28 01:21:30,5.0,11.0,609648889,01,20,30
484,1900-03-28 01:21:40,5.0,11.0,609648889,01,20,40
540,1900-03-28 01:31:00,24.0,54.0,609648889,01,30,00
541,1900-03-28 01:31:10,24.0,54.0,609648889,01,30,10
604,1900-03-28 01:41:40,16.0,36.0,609648889,01,40,40
605,1900-03-28 01:41:50,16.0,36.0,609648889,01,40,50
606,1900-03-28 01:42:00,16.0,36.0,609648889,01,41,00
650,1900-03-28 01:49:20,22.0,50.0,609648889,01,48,20
653,1900-03-28 01:49:50,22.0,50.0,609648889,01,48,50
683,1900-03-28 01:54:50,44.0,100.0,609648889,01,53,50
684,1900-03-28 01:55:00,44.0,100.0,609648889,01,54,00
707,1900-03-28 01:58:50,4.0,9.0,609648889,01,57,50
708,1900-03-28 01:59:00,4.0,9.0,609648889,01,58,00
730,1900-03-28 02:02:40,6.0,13.0,609648889,02,01,40
758,1900-03-28 02:07:20,8.0,18.0,609648889,02,06,20
759,1900-03-28 02:07:30,8.0,18.0,609648889,02,06,30
0,1900-03-30 00:01:40,1.0,2.0,611519261,00,00,40
1,1900-03-30 00:01:50,1.0,2.0,611519261,00,00,50
17,1900-03-30 00:04:30,3.0,8.0,611519261,00,03,30
18,1900-03-30 00:04:40,3.0,8.0,611519261,00,03,40
19,1900-03-30 00:04:50,3.0,8.0,611519261,00,03,50
20,1900-03-30 00:05:00,3.0,8.0,611519261,00,04,00
21,1900-03-30 00:05:10,3.0,8.0,611519261,00,04,10
22,1900-03-30 00:05:20,3.0,8.0,611519261,00,04,20
45,1900-03-30 00:09:10,13.0,36.0,611519261,00,08,10
46,1900-03-30 00:09:20,13.0,36.0,611519261,00,08,20
85,1900-03-30 00:15:50,9.0,25.0,611519261,00,14,50
86,1900-03-30 00:16:00,9.0,25.0,611519261,00,15,00
87,1900-03-30 00:16:10,9.0,25.0,611519261,00,15,10
88,1900-03-30 00:16:20,9.0,25.0,611519261,00,15,20
113,1900-03-30 00:20:30,14.0,38.0,611519261,00,19,30
138,1900-03-30 00:24:40,7.0,19.0,611519261,00,23,40
192,1900-03-30 00:33:40,10.0,27.0,611519261,00,32,40
193,1900-03-30 00:33:50,10.0,27.0,611519261,00,32,50
194,1900-03-30 00:34:00,10.0,27.0,611519261,00,33,00
195,1900-03-30 00:34:10,10.0,27.0,611519261,00,33,10
220,1900-03-30 00:38:20,12.0,33.0,611519261,00,37,20
221,1900-03-30 00:38:30,12.0,33.0,611519261,00,37,30
240,1900-03-30 00:41:40,6.0,16.0,611519261,00,40,40
282,1900-03-30 00:48:40,17.0,47.0,611519261,00,47,40
308,1900-03-30 00:53:00,5.0,13.0,611519261,00,52,00
309,1900-03-30 00:53:10,5.0,13.0,611519261,00,52,10
313,1900-03-30 00:53:50,5.0,13.0,611519261,00,52,50
314,1900-03-30 00:54:00,5.0,13.0,611519261,00,53,00
315,1900-03-30 00:54:10,5.0,13.0,611519261,00,53,10
317,1900-03-30 00:54:30,5.0,13.0,611519261,00,53,30
318,1900-03-30 00:54:40,5.0,13.0,611519261,00,53,40
349,1900-03-30 00:59:50,25.0,69.0,611519261,00,58,50
407,1900-03-30 01:09:30,10.0,27.0,611519261,01,08,30
440,1900-03-30 01:15:00,8.0,22.0,611519261,01,14,00
441,1900-03-30 01:15:10,8.0,22.0,611519261,01,14,10
442,1900-03-30 01:15:20,8.0,22.0,611519261,01,14,20
481,1900-03-30 01:21:50,36.0,100.0,611519261,01,20,50
510,1900-03-30 01:26:40,29.0,80.0,611519261,01,25,40
511,1900-03-30 01:26:50,29.0,80.0,611519261,01,25,50
574,1900-03-30 01:37:20,18.0,50.0,611519261,01,36,20
575,1900-03-30 01:37:30,18.0,50.0,611519261,01,36,30
576,1900-03-30 01:37:40,18.0,50.0,611519261,01,36,40
642,1900-03-30 01:48:40,15.0,41.0,611519261,01,47,40
668,1900-03-30 01:53:00,17.0,47.0,611519261,01,52,00
705,1900-03-30 01:59:10,9.0,25.0,611519261,01,58,10
724,1900-03-30 02:02:20,7.0,19.0,611519261,02,01,20
726,1900-03-30 02:02:40,7.0,19.0,611519261,02,01,40
727,1900-03-30 02:02:50,7.0,19.0,611519261,02,01,50
728,1900-03-30 02:03:00,7.0,19.0,611519261,02,02,00
729,1900-03-30 02:03:10,7.0,19.0,611519261,02,02,10
752,1900-03-30 02:07:00,7.0,19.0,611519261,02,06,00
773,1900-03-30 02:10:30,8.0,22.0,611519261,02,09,30
790,1900-03-30 02:13:20,4.0,11.0,611519261,02,12,20
791,1900-03-30 02:13:30,4.0,11.0,611519261,02,12,30
822,1900-03-30 02:18:40,2.0,5.0,611519261,02,17,40
823,1900-03-30 02:18:50,2.0,5.0,611519261,02,17,50
824,1900-03-30 02:19:00,2.0,5.0,611519261,02,18,00
825,1900-03-30 02:19:10,2.0,5.0,611519261,02,18,10
826,1900-03-30 02:19:20,2.0,5.0,611519261,02,18,20
827,1900-03-30 02:19:30,2.0,5.0,611519261,02,18,30
874,1900-03-30 02:27:20,11.0,30.0,611519261,02,26,20
875,1900-03-30 02:27:30,11.0,30.0,611519261,02,26,30
897,1900-03-30 02:31:10,18.0,50.0,611519261,02,30,10
920,1900-03-30 02:35:00,17.0,47.0,611519261,02,34,00
921,1900-03-30 02:35:10,17.0,47.0,611519261,02,34,10
922,1900-03-30 02:35:20,17.0,47.0,611519261,02,34,20
943,1900-03-30 02:38:50,4.0,11.0,611519261,02,37,50
944,1900-03-30 02:39:00,4.0,11.0,611519261,02,38,00
973,1900-03-30 02:43:50,11.0,30.0,611519261,02,42,50
974,1900-03-30 02:44:00,11.0,30.0,611519261,02,43,00
975,1900-03-30 02:44:10,11.0,30.0,611519261,02,43,10
1002,1900-03-30 02:48:40,12.0,33.0,611519261,02,47,40
1003,1900-03-30 02:48:50,12.0,33.0,611519261,02,47,50
1004,1900-03-30 02:49:00,12.0,33.0,611519261,02,48,00
1028,1900-03-30 02:53:00,7.0,19.0,611519261,02,52,00
1031,1900-03-30 02:53:30,7.0,19.0,611519261,02,52,30
0,1900-04-01 00:01:10,1.0,5.0,612471206,00,00,10
1,1900-04-01 00:01:20,1.0,5.0,612471206,00,00,20
2,1900-04-01 00:01:30,1.0,5.0,612471206,00,00,30
22,1900-04-01 00:04:50,5.0,26.0,612471206,00,03,50
23,1900-04-01 00:05:00,5.0,26.0,612471206,00,04,00
64,1900-04-01 00:11:50,15.0,78.0,612471206,00,10,50
65,1900-04-01 00:12:00,15.0,78.0,612471206,00,11,00
114,1900-04-01 00:20:10,13.0,68.0,612471206,00,19,10
151,1900-04-01 00:26:20,5.0,26.0,612471206,00,25,20
152,1900-04-01 00:26:30,5.0,26.0,612471206,00,25,30
178,1900-04-01 00:30:50,4.0,21.0,612471206,00,29,50
200,1900-04-01 00:34:30,9.0,47.0,612471206,00,33,30
238,1900-04-01 00:40:50,14.0,73.0,612471206,00,39,50
239,1900-04-01 00:41:00,14.0,73.0,612471206,00,40,00
240,1900-04-01 00:41:10,14.0,73.0,612471206,00,40,10
268,1900-04-01 00:45:50,10.0,52.0,612471206,00,44,50
272,1900-04-01 00:46:30,10.0,52.0,612471206,00,45,30
273,1900-04-01 00:46:40,10.0,52.0,612471206,00,45,40
296,1900-04-01 00:50:30,7.0,36.0,612471206,00,49,30
297,1900-04-01 00:50:40,7.0,36.0,612471206,00,49,40
298,1900-04-01 00:50:50,7.0,36.0,612471206,00,49,50
316,1900-04-01 00:53:50,8.0,42.0,612471206,00,52,50
317,1900-04-01 00:54:00,8.0,42.0,612471206,00,53,00
318,1900-04-01 00:54:10,8.0,42.0,612471206,00,53,10
363,1900-04-01 01:01:40,10.0,52.0,612471206,01,00,40
382,1900-04-01 01:04:50,7.0,36.0,612471206,01,03,50
383,1900-04-01 01:05:00,7.0,36.0,612471206,01,04,00
406,1900-04-01 01:08:50,7.0,36.0,612471206,01,07,50
407,1900-04-01 01:09:00,7.0,36.0,612471206,01,08,00
409,1900-04-01 01:09:20,7.0,36.0,612471206,01,08,20
425,1900-04-01 01:12:00,8.0,42.0,612471206,01,11,00
450,1900-04-01 01:16:10,13.0,68.0,612471206,01,15,10
469,1900-04-01 01:19:20,11.0,57.0,612471206,01,18,20
507,1900-04-01 01:25:40,6.0,31.0,612471206,01,24,40
508,1900-04-01 01:25:50,6.0,31.0,612471206,01,24,50
511,1900-04-01 01:26:20,6.0,31.0,612471206,01,25,20
531,1900-04-01 01:29:40,8.0,42.0,612471206,01,28,40
547,1900-04-01 01:32:20,9.0,47.0,612471206,01,31,20
565,1900-04-01 01:35:20,7.0,36.0,612471206,01,34,20
581,1900-04-01 01:38:00,9.0,47.0,612471206,01,37,00
582,1900-04-01 01:38:10,9.0,47.0,612471206,01,37,10
607,1900-04-01 01:42:20,7.0,36.0,612471206,01,41,20
608,1900-04-01 01:42:30,7.0,36.0,612471206,01,41,30
624,1900-04-01 01:45:10,9.0,47.0,612471206,01,44,10
625,1900-04-01 01:45:20,9.0,47.0,612471206,01,44,20
626,1900-04-01 01:45:30,9.0,47.0,612471206,01,44,30
627,1900-04-01 01:45:40,9.0,47.0,612471206,01,44,40
628,1900-04-01 01:45:50,9.0,47.0,612471206,01,44,50
653,1900-04-01 01:50:00,19.0,100.0,612471206,01,49,00
676,1900-04-01 01:53:50,8.0,42.0,612471206,01,52,50
705,1900-04-01 01:58:40,7.0,36.0,612471206,01,57,40
748,1900-04-01 02:05:50,4.0,21.0,612471206,02,04,50
749,1900-04-01 02:06:00,4.0,21.0,612471206,02,05,00
790,1900-04-01 02:12:50,5.0,26.0,612471206,02,11,50
791,1900-04-01 02:13:00,5.0,26.0,612471206,02,12,00
792,1900-04-01 02:13:10,5.0,26.0,612471206,02,12,10
821,1900-04-01 02:18:00,3.0,15.0,612471206,02,17,00
0,1900-04-03 00:01:20,1.0,2.0,613436689,00,00,20
1,1900-04-03 00:01:30,1.0,2.0,613436689,00,00,30
2,1900-04-03 00:01:40,1.0,2.0,613436689,00,00,40
18,1900-04-03 00:04:20,2.0,4.0,613436689,00,03,20
19,1900-04-03 00:04:30,2.0,4.0,613436689,00,03,30
20,1900-04-03 00:04:40,2.0,4.0,613436689,00,03,40
21,1900-04-03 00:04:50,2.0,4.0,613436689,00,03,50
39,1900-04-03 00:07:50,4.0,8.0,613436689,00,06,50
44,1900-04-03 00:08:40,4.0,8.0,613436689,00,07,40
80,1900-04-03 00:14:40,23.0,47.0,613436689,00,13,40
92,1900-04-03 00:16:40,23.0,47.0,613436689,00,15,40
141,1900-04-03 00:24:50,19.0,39.0,613436689,00,23,50
165,1900-04-03 00:28:50,17.0,35.0,613436689,00,27,50
166,1900-04-03 00:29:00,17.0,35.0,613436689,00,28,00
214,1900-04-03 00:37:00,17.0,35.0,613436689,00,36,00
215,1900-04-03 00:37:10,17.0,35.0,613436689,00,36,10
251,1900-04-03 00:43:10,6.0,12.0,613436689,00,42,10
252,1900-04-03 00:43:20,6.0,12.0,613436689,00,42,20
253,1900-04-03 00:43:30,6.0,12.0,613436689,00,42,30
273,1900-04-03 00:46:50,13.0,27.0,613436689,00,45,50
293,1900-04-03 00:50:10,6.0,12.0,613436689,00,49,10
294,1900-04-03 00:50:20,6.0,12.0,613436689,00,49,20
328,1900-04-03 00:56:00,12.0,25.0,613436689,00,55,00
329,1900-04-03 00:56:10,12.0,25.0,613436689,00,55,10
350,1900-04-03 00:59:40,22.0,45.0,613436689,00,58,40
375,1900-04-03 01:03:50,6.0,12.0,613436689,01,02,50
400,1900-04-03 01:08:00,3.0,6.0,613436689,01,07,00
401,1900-04-03 01:08:10,3.0,6.0,613436689,01,07,10
402,1900-04-03 01:08:20,3.0,6.0,613436689,01,07,20
403,1900-04-03 01:08:30,3.0,6.0,613436689,01,07,30
404,1900-04-03 01:08:40,3.0,6.0,613436689,01,07,40
405,1900-04-03 01:08:50,3.0,6.0,613436689,01,07,50
421,1900-04-03 01:11:30,2.0,4.0,613436689,01,10,30
422,1900-04-03 01:11:40,2.0,4.0,613436689,01,10,40
445,1900-04-03 01:15:30,5.0,10.0,613436689,01,14,30
446,1900-04-03 01:15:40,5.0,10.0,613436689,01,14,40
447,1900-04-03 01:15:50,5.0,10.0,613436689,01,14,50
448,1900-04-03 01:16:00,5.0,10.0,613436689,01,15,00
449,1900-04-03 01:16:10,5.0,10.0,613436689,01,15,10
471,1900-04-03 01:19:50,37.0,77.0,613436689,01,18,50
472,1900-04-03 01:20:00,37.0,77.0,613436689,01,19,00
473,1900-04-03 01:20:10,37.0,77.0,613436689,01,19,10
491,1900-04-03 01:23:10,12.0,25.0,613436689,01,22,10
492,1900-04-03 01:23:20,12.0,25.0,613436689,01,22,20
493,1900-04-03 01:23:30,12.0,25.0,613436689,01,22,30
